;accountName;saleDate;totaltransactions;avgprice;lastprice;differentip;lifespan;number_of_week;weekend;lastmethod;country;orderfreq;return
75751;14ec6fb686ea8378087b72405e25;2012;1;3.99;3.99;1;1;6;1;1000;32;1.0;0
75752;bedb0de9bfe6d1c1e824077afe1f;2012;1;3.0;3.0;1;1;6;1;1000;43;1.0;0
75753;f4a168ed35d61e6ace0565667956;2012;1;5.0;5.0;1;1;6;1;30;90;1.0;0
75754;24b41e4d52608e2cee8f2781dd4b;2012;2;1.5;1.5;1;1;6;1;1000;43;0.5;0
75756;b7bbc202ee26f6cfa0a489d2164a;2012;37;3.93243243243;4.5;16;218;6;1;1000;43;5.89189189189;0
75767;3cccd2daf340cdc2fb4c39579970;2012;3;8.086;0.789;2;11;3;0;1000;109;3.66666666667;0
75777;c1dcd76d239be0d57f855044b15e;2012;9;4.32444444444;1.99;7;524;5;1;1000;32;58.2222222222;0
75778;621a96a04f0b0573e41df5734456;2012;2;5.495;0.99;2;136;1;0;1000;32;68.0;0
75790;0c888caa4b71114d6b68609f007f;2012;1;0.99;0.99;1;1;6;1;1000;32;1.0;0
75799;4104f5df56ce628db27c66ee875d;2012;1;11.803;11.803;1;1;6;1;1000;44;1.0;0
75805;7e3d2a172d804d4edb7811b5ab32;2012;9;2.16922222222;5.752;3;331;1;0;1000;109;36.7777777778;0
75806;c752bf582ecae194ee2cc3a72846;2012;2;7.08;7.08;2;11;2;0;1000;40;5.5;0
75808;de3bb039e0374750f23e7f1ffae6;2012;5;10.0;10.0;4;24;2;0;40;30;4.8;0
75814;cf9107a6474cbb9fb30cd5345edc;2012;3;30.0;30.0;3;33;3;0;20;32;11.0;0
75823;2d20b0893b0c87f8221494aee4ef;2012;21;2.98152380952;1.736;8;323;0;0;1000;109;15.380952381;0
75828;6569131d88707dea057dbab69d08;2012;4;3.25;2.0;3;580;5;1;40;64;145.0;0
75829;01eb0913fd33635e2280e0534c8f;2012;1;1.708;1.708;1;1;6;1;1000;10;1.0;0
75844;39a528ab7262a2e3f34c8c160506;2012;4;10.4205;12.008;4;26;4;0;1000;44;6.5;0
75845;982cbe9495f378906e17d2704ed0;2012;3;10.8973333333;14.851;1;4;3;0;1000;124;1.33333333333;0
75846;548117093a3969d3d7fa8ccdfd01;2012;1;10.0;10.0;1;1;6;1;40;50;1.0;0
75855;bebc60ae4355f1612aaacec72c11;2012;1;7.08;7.08;1;1;6;1;1000;40;1.0;0
75857;6a53e7c427392540284c5e21a730;2012;2;0.97;0.97;1;1;6;1;1000;126;0.5;0
75858;a88331e8d11eff29cb77ad733277;2012;3;25.0;25.0;1;80;2;0;40;90;26.6666666667;0
75861;a3bc375990ba0774c64923697420;2012;2;1.0075;1.045;2;123;3;0;1000;126;61.5;0
75863;c40dc7a2db16c145dabf50a45fa6;2012;15;3.16666666667;3.0;1;98;6;1;1000;90;6.53333333333;0
75867;3c8a29c103901d8b82364a908a55;2012;4;6.0;10.0;4;94;2;0;40;32;23.5;0
75868;9c3f41d5f4c8ce17da8033c547ce;2012;3;4.12;3.338;3;90;5;1;1000;109;30.0;0
75872;3db0ab6cbdd5eb580470e80a1bc0;2012;1;3.99;3.99;1;1;6;1;1000;32;1.0;0
75878;892a87892c45ba1e78ee25664a06;2012;1;5.197;5.197;1;1;6;1;1000;124;1.0;0
75883;71724e0a8e744fb928f7225483dd;2012;2;15.0;5.0;1;1;6;1;40;32;0.5;0
75884;b9f5d7adcf2ff445e33456a6777a;2012;4;5.5;4.0;4;41;5;1;1000;15;10.25;0
75891;f917db24472e724141b15c94b176;2012;9;10.0;10.0;1;4;3;0;1000;11;0.444444444444;0
75895;b171fbd23e110483f1b65d5324a9;2012;1;2.0;2.0;1;1;0;0;1000;100;1.0;0
75901;1060ac5991b03d56b15f02643c2e;2012;209;2.2041291866;2.055;89;296;1;0;1000;1;1.41626794258;0
75908;b23b12a5f8ba40a233a8d9b09a05;2012;5;0.4962;0.493;3;26;4;0;1000;88;5.2;0
75918;b068c0c61d6de61567d367a1a491;2012;1;10.0;10.0;1;1;0;0;40;50;1.0;0
75926;4693692178bea52632906f71e016;2012;3;1.09666666667;1.7;1;2;1;0;1000;109;0.666666666667;0
75930;98cb642ed32a3d6863406f714edd;2012;5;10.0;10.0;5;37;1;0;40;50;7.4;0
75937;3fd5cd51cfb0632858637f1ae213;2012;1;3.0;3.0;1;1;0;0;1000;90;1.0;0
75939;de6a228761dc5e6be3feb24dc052;2012;2;17.5;25.0;2;124;4;0;40;50;62.0;0
75943;99fb629e4662b55425dd7f65f165;2012;1;14.99;14.99;1;1;0;0;1000;32;1.0;0
75950;16c26dcfcbc45b9d1c4f6bb06d29;2012;9;5.11111111111;10.0;3;76;5;1;40;43;8.44444444444;0
75966;b91a84c4ab0fe36d21bade75558d;2012;1;3.54;3.54;1;1;0;0;1000;44;1.0;0
75974;1abcbc15294a1d95f82e04a03ea4;2012;1;2.0;2.0;1;1;0;0;1000;100;1.0;0
75991;f1e65f92510b769026d04154234f;2012;1;10.0;10.0;1;1;0;0;40;50;1.0;0
75993;be55528a394fa88025525e65bc80;2012;14;42.1428571429;100.0;13;217;0;0;40;32;15.5;0
76002;18445e7b7d998f78c7faa0d09259;2012;2;10.0;10.0;1;1;0;0;40;32;0.5;0
76007;90d9eac8738df34de45bf1e59c92;2012;36;4.10194444444;10.0;18;558;4;0;20;32;15.5;1
76013;d5ff58a43493ea5bb148abce6abd;2012;8;2.0625;1.5;7;205;2;0;1000;64;25.625;0
76023;0478684f5c55deea6b8cb0cc7d0e;2012;1;11.33;11.33;1;1;0;0;1000;109;1.0;0
76030;31c1024bf6710b819d9b2e5df15e;2012;12;3.25;2.0;3;535;3;0;1000;100;44.5833333333;0
76038;fe8ca4a0fdb068f47b18bcf7f210;2012;11;22.7272727273;10.0;11;66;3;0;50;32;6.0;0
76055;af72c31ce478d77944d0fdb500ab;2012;34;9.29352941176;0.99;25;518;0;0;1000;32;15.2352941176;0
76062;00e1062ad19d8c61ca6ddbf6cee2;2012;22;9.67318181818;14.99;2;158;4;0;1000;1;7.18181818182;0
76066;fa8adee7f5833559825e31f89771;2012;1;10.0;10.0;1;1;0;0;20;50;1.0;0
76073;1078f491d11d0967a120d7ad5c0a;2012;4;4.495;3.99;3;241;3;0;1000;32;60.25;0
76076;06e12d364870b4622d336e8c7e47;2012;3;11.6666666667;15.0;1;86;2;0;30;90;28.6666666667;1
76077;9d2ad4fb4c0d96edf4bc73e77281;2012;36;3.0;3.0;2;414;1;0;1000;90;11.5;0
76089;dbb71dc8be5a72f5c8088e35d999;2012;6;4.25;4.5;2;50;0;0;1000;43;8.33333333333;0
76091;2067eb6bfa8174b4b168b70c5cf0;2012;2;3.0;2.0;1;1;0;0;1000;100;0.5;0
76101;9e3943027ab65c0699ff0d9da25f;2012;7;6.95228571429;11.782;2;152;5;1;1000;109;21.7142857143;0
76111;420bae68bc1687b2684970753714;2012;2;4.5;4.5;1;1;1;0;1000;43;0.5;1
76114;7fd220c3d9354e570e82e8e4e3ec;2012;1;4.0;4.0;1;1;1;0;1000;15;1.0;0
76117;1b2e033a21842396cad97abf065f;2012;2;2.6595;1.774;1;1;1;0;1000;40;0.5;0
76122;4cec523e1cf7ba2fe24b6dac94ad;2012;1;10.0;10.0;1;1;1;0;40;32;1.0;0
76127;3e5dc078a9f356291fd46804dc1d;2012;1;10.0;10.0;1;1;1;0;40;50;1.0;0
76132;10df8f0b80a32de3b307873ca246;2012;1;1.5;1.5;1;1;1;0;1000;43;1.0;0
76143;119eb8ae681c3da3f55872272796;2012;3;10.0;10.0;2;30;3;0;40;50;10.0;0
76145;f5f05a013e37f06fedbbf954add0;2012;1;8.409;8.409;1;1;1;0;1000;120;1.0;0
76146;5d8064a5a62a4f8e23fd9a2579b1;2012;1;3.99;3.99;1;1;1;0;1000;32;1.0;0
76161;ac2c2229c3c01f4c9ec1b1862700;2012;1;10.0;10.0;1;1;1;0;1000;11;1.0;0
76162;d8a3b6e3dd2bf13815920fcedbf4;2012;1;10.0;10.0;1;1;1;0;1000;11;1.0;1
76164;3e96a1321a7f984c505e000e7e65;2012;2;10.0;10.0;2;43;2;0;20;32;21.5;0
76181;1ffb2ea7850f45c5924db56ceb9b;2012;1;4.5;4.5;1;1;1;0;1000;43;1.0;0
76182;2a079c6d467a370628fd4704e09b;2012;20;10.0;10.0;3;619;3;0;40;90;30.95;0
76183;b4f1121c1eeb5d661cad1c248a25;2012;18;16.2772222222;0.99;16;233;2;0;1000;32;12.9444444444;0
76192;50bcecfa3e0f7a9be059ef7c1bb5;2012;6;8.33333333333;10.0;5;62;0;0;40;32;10.3333333333;0
76197;1c62f232622c47d34ccd045cc6e9;2012;7;7.70714285714;0.99;6;252;0;0;1000;32;36.0;0
76198;2cb5bd19e83b09e9dcd7235530c0;2012;9;3.16666666667;1.5;1;5;5;1;1000;43;0.555555555556;0
76203;46aa5978b8559452f997dbe44292;2012;1;5.907;5.907;1;1;1;0;1000;44;1.0;0
76206;ef0575b3d68791efc00378c84f42;2012;1;2.439;2.439;1;1;1;0;1000;20;1.0;1
76216;6898bcf9870a9a258b31eb043123;2012;2;2.25;3.0;1;1;1;0;1000;64;0.5;0
76230;c87d855eb155d3137ae94d8e0512;2012;7;5.56285714286;30.0;3;64;2;0;1000;32;9.14285714286;0
76243;81c751f943b118db127cbfcdd72a;2012;30;12.5166;10.0;1;235;5;1;20;109;7.83333333333;0
76247;d04563979dd220d73897711cf47b;2012;2;10.0;10.0;2;186;5;1;40;30;93.0;0
76256;6b5779ab273a82ecb037173c781d;2012;5;10.0;10.0;3;310;3;0;40;30;62.0;0
76263;1fd0c0ac068e64a8c7db6e47b05a;2012;3;35.6633333333;6.99;3;8;1;0;1000;32;2.66666666667;0
76267;0d36ebbe400b60e35e03c2997d60;2012;6;10.0;10.0;5;305;5;1;40;100;50.8333333333;1
76270;3751eae2ad3df20c6872af3c1e02;2012;5;4.4;10.0;1;8;2;0;40;90;1.6;0
76276;abc29c83879ee5318ebea949d802;2012;3;5.70066666667;5.812;2;140;1;0;1000;109;46.6666666667;0
76278;8fd410bda2cfdb4461bfdb8a2258;2012;2;4.534;3.402;2;5;5;1;1000;109;2.5;0
76280;a277ed4b649cd9119e582b40e2c8;2012;1;22.661;22.661;1;1;1;0;1000;109;1.0;0
76282;5bbc49502a2f676743447d8827b2;2012;4;10.0;10.0;3;21;0;0;40;50;5.25;0
76290;3e2856d68ef4c57fe7c017a99ba6;2012;1;1.483;1.483;1;1;1;0;1000;124;1.0;0
76293;60b1c5fe6f36a7beacd3595a5335;2012;2;2.99;3.99;2;23;2;0;1000;32;11.5;0
76294;609371cf857ce2e6356d32904842;2012;2;3.0;2.0;1;1;2;0;1000;100;0.5;0
76297;4c87948107453f3123b76c154023;2012;6;5.99;6.99;3;67;5;1;1000;32;11.1666666667;0
76315;98e308c21e4822e13aca9e224954;2012;1;10.0;10.0;1;1;1;0;40;50;1.0;0
76324;8445f193c9018f7c73ad930b1472;2012;4;22.4975;30.0;3;13;6;1;1000;124;3.25;0
76326;78bf68664d7fb76a68c519e05eeb;2012;1;10.0;10.0;1;1;1;0;90;80;1.0;0
76327;7659e558207b1a69d2b233882126;2012;39;6.19820512821;10.0;34;277;5;1;40;32;7.10256410256;0
76329;223a371c364d552de1732254ce75;2012;1;5.901;5.901;1;1;1;0;1000;44;1.0;0
76334;33b2ee867e7603cd4355db81d16f;2012;1;7.47;7.47;1;1;2;0;1000;124;1.0;0
76336;cd87fb2579b120dbd21abdde0629;2012;1;25.0;25.0;1;1;2;0;30;90;1.0;0
76338;d30739150fef444ca30916b14940;2012;6;4.08833333333;1.816;5;46;5;1;1000;44;7.66666666667;0
76344;61ec5fb2f5265b34c43753b61679;2012;1;2.5;2.5;1;1;2;0;1000;57;1.0;0
76356;226b4d76250cc0978435033b6bae;2012;3;4.5;4.5;2;3;4;0;1000;43;1.0;0
76360;bb77444dc911f5117ce910e90381;2012;3;6.66666666667;10.0;3;8;2;0;1000;64;2.66666666667;0
76363;5aabc81349b681fdb977660ca6b0;2012;32;19.53125;10.0;32;618;4;0;40;32;19.3125;0
76367;5e1324376b5f80231e483f985ff1;2012;2;3.8965;6.011;2;8;2;0;1000;110;4.0;0
76372;0c5a8ca35cc3eadd93c500688a21;2012;3;15.0;10.0;3;13;0;0;40;50;4.33333333333;0
76374;e75033cacbc1106cb4cff9d854f2;2012;7;5.85714285714;15.0;6;36;2;0;1000;64;5.14285714286;0
76377;1447ffc09b4dc53e7ad26ad7fded;2012;9;10.0;10.0;6;39;5;1;40;50;4.33333333333;0
76380;c4c92cc79d4aab6adbd9d130494e;2012;7;12.1428571429;10.0;5;671;0;0;40;15;95.8571428571;0
76385;4efab8287f065cab3c1569800d68;2012;9;3.0;3.0;2;108;4;0;1000;43;12.0;0
76400;493529f9e9967a6baeff8d8ab1bd;2012;1;20.0;20.0;1;1;2;0;20;43;1.0;0
76415;a0175b983271d90eea581acf0a07;2012;23;3.71739130435;3.0;10;420;1;0;1000;43;18.2608695652;0
76417;4850dfbe0d66a3786aa26857a754;2012;7;31.4271428571;25.0;7;312;5;1;40;32;44.5714285714;0
76426;6c64f134bb108f16f71131ad2e26;2012;1;10.0;10.0;1;1;2;0;40;32;1.0;0
76432;01fdfcafd76729312ff78783e895;2012;1;5.0;5.0;1;1;2;0;40;50;1.0;0
76434;d48193634ce3ac125e4883b5c4c1;2012;9;9.55555555556;10.0;1;288;3;0;40;11;32.0;0
76435;96a400fba5da9c5d1389907049f7;2012;1;25.0;25.0;1;1;2;0;40;11;1.0;0
76455;43a121f13ffeabd1a18e872ca2d5;2012;15;2.7;3.0;6;522;5;1;1000;43;34.8;0
76458;b0fe74a0b9e167bc3a172aa7e2a5;2012;1;10.0;10.0;1;1;2;0;40;32;1.0;0
76459;58fece0f8b56790a320150a803a1;2012;5;3.6;4.5;3;25;5;1;1000;43;5.0;0
76460;80823df4c6b3ba12b85800418b80;2012;2;10.495;0.99;2;72;3;0;1000;32;36.0;0
76472;c4498cbe846a1b013f0a9bccf47b;2012;6;20.0;25.0;1;19;0;0;40;90;3.16666666667;0
76477;0c49b9209aa36833cca9096741ae;2012;4;21.25;25.0;1;12;0;0;40;90;3.0;0
76479;3b68dd780dcea35ee88c2208e68a;2012;6;8.82833333333;9.99;5;580;0;0;2000;32;96.6666666667;1
76481;deaa3b7a9ff147ea0241a191894f;2012;1;1.5;1.5;1;1;2;0;1000;43;1.0;0
76488;1e32a039317a824f465aba8124d7;2012;1;1.7;1.7;1;1;2;0;1000;109;1.0;0
76504;bc473870c8370530aa6db4215f27;2012;24;8.125;10.0;3;86;4;0;40;32;3.58333333333;0
76511;aca7aa6867f867ee51bb846b4579;2012;2;10.0;10.0;2;3;5;1;30;90;1.5;0
76512;f102abea979d3c46afc2618b0bb9;2012;1;1.99;1.99;1;1;2;0;1000;32;1.0;0
76515;18dc53d76fef7b607e253278844d;2012;56;3.95946428571;10.0;22;232;2;0;131;43;4.14285714286;0
76516;af441df7e8da02e1cd5280c268ce;2012;2;5.0;5.0;1;15;3;0;40;100;7.5;0
76518;54b71ecaee8a39fc800aad096bd7;2012;1;25.0;25.0;1;1;2;0;40;11;1.0;0
76520;f7d06496e4038e3f1d1e8ef153a6;2012;1;1.5;1.5;1;1;2;0;1000;43;1.0;0
76526;3f22526deb2ee5c2be40ab3543ee;2012;1;15.0;15.0;1;1;2;0;30;90;1.0;0
76544;cbb71431485b047e1f5f223a9c52;2012;1;2.659;2.659;1;1;2;0;1000;97;1.0;0
76546;a140616d8b839127db9921253a0a;2012;1;14.99;14.99;1;1;2;0;1000;32;1.0;0
76568;ba01e972fdfbffe40ea0b0d960f9;2012;1;10.0;10.0;1;1;2;0;40;32;1.0;0
76570;096f8b6dd544d5c170c3cc2da1bd;2012;2;9.995;10.0;1;9;4;0;40;32;4.5;0
76576;03cc03de77e27c05b608db0f6872;2012;32;3.70875;1.99;12;35;2;0;1000;32;1.09375;0
76577;ae797d09ff93b4fa98999817a5d9;2012;1;3.0;3.0;1;1;2;0;1000;43;1.0;0
76581;1e5955e3e207b94df1c29dfc10ab;2012;13;6.62538461538;3.373;3;61;0;0;1000;109;4.69230769231;0
76583;499409f1aa7747f534743ca5c9fe;2012;1;10.0;10.0;1;1;2;0;60;32;1.0;0
76584;a8beffc1b79cbff17338b5444ccb;2012;1;25.0;25.0;1;1;2;0;30;90;1.0;0
76586;fa7efc68236565f5f02ec6a8fbe3;2012;1;10.0;10.0;1;1;2;0;40;30;1.0;0
76589;e5c0d3f74843650f76be963aaafb;2012;5;10.0;10.0;5;36;3;0;40;32;7.2;0
76594;aec0c358160a8508c3c64ee98b11;2012;1;10.0;10.0;1;1;2;0;40;40;1.0;0
76599;e4d4c88a04513f6af31abb67bc60;2012;11;11.9045454545;10.0;7;296;4;0;40;32;26.9090909091;0
76645;8b39949c6df004e5984a1b4fc6d9;2012;12;14.9108333333;30.0;2;289;4;0;61;32;24.0833333333;0
76657;4f6b75f8c9917c08d25484e549cf;2012;9;6.66177777778;7.533;9;170;4;0;1000;97;18.8888888889;0
76663;421446ddcec35c377503b2e949ff;2012;10;15.995;14.99;8;235;6;1;1000;32;23.5;0
76666;a75b5c75c9b90dd4ddea66d782dd;2012;2;4.5;4.5;1;1;3;0;1000;43;0.5;0
76670;7f4d247fd7cccfc06fd732fe9580;2012;5;13.0;10.0;1;25;6;1;40;11;5.0;0
76677;3014da8ac93172a13eeac8a65fe5;2012;1;10.0;10.0;1;1;3;0;40;50;1.0;0
76678;db443e540e1acb9181625445f5e8;2012;17;2.82352941176;3.0;11;253;3;0;1000;43;14.8823529412;0
76683;501aa916191d30aea7221522d0df;2012;6;8.0;10.0;5;9;4;0;40;11;1.5;0
76691;d52ccf0e95b7f82ff5651c582523;2012;1;10.0;10.0;1;1;3;0;40;50;1.0;0
76701;43b8989cf22b4863fd411d000cbe;2012;2;7.4955;7.57;1;5;0;0;1000;124;2.5;0
76704;1ccece9bf0f203c16f33bb3560e7;2012;3;4.66666666667;3.0;2;92;4;0;1000;90;30.6666666667;0
76705;3d2cd77d723b9318ba06ac2b8a77;2012;3;10.0;10.0;1;12;0;0;40;90;4.0;0
76720;5e52a1a1acefd3832c3abb856aff;2012;1;1.7;1.7;1;1;3;0;1000;109;1.0;0
76723;0cb8f79cdff3ee4dffed9c53bfe5;2012;2;11.5;3.0;1;7;2;0;1000;90;3.5;0
76727;335ee799fd923811c9f0aa343013;2012;42;10.0;10.0;15;98;2;0;40;32;2.33333333333;0
76741;db09fc700607f59295e111739cb2;2012;1;10.0;10.0;1;1;3;0;50;32;1.0;0
76758;f2e4a25b64c4485ef2af26bad910;2012;106;3.48113207547;10.0;4;435;4;0;40;90;4.10377358491;1
76761;96532730a50c057d3ce057053160;2012;7;4.16814285714;1.401;3;97;2;0;1000;97;13.8571428571;0
76767;cbc6521080223014533fe4e8db88;2012;2;9.49;3.99;2;8;4;0;1000;32;4.0;0
76775;f6b003b5b98b0fa43c70c1037808;2012;7;3.57142857143;1.0;1;1;3;0;1000;15;0.142857142857;0
76788;340349ac8eaed4d8ab054832f923;2012;16;10.875;3.0;11;614;1;0;40;32;38.375;1
76791;fe97bee0860370f033c2dc22deab;2012;2;10.99;6.99;2;148;4;0;1000;1;74.0;0
76794;a1d93f7a4fda83052a65aec58805;2012;2;4.0;4.0;1;1;3;0;1000;100;0.5;0
76796;e93c7846cfa5a4413ea7ee31c256;2012;23;3.6957826087;3.507;4;350;3;0;1000;109;15.2173913043;0
76800;5b9cc331e55c5337214f9003e2c5;2012;5;3.5648;3.929;4;257;1;0;1000;23;51.4;0
76804;3060ef9d1ddf8df6b7a1b78fe2d3;2012;9;2.55555555556;5.0;1;126;3;0;30;90;14.0;0
76811;a039d1269ee53f01560caf5489a9;2012;2;2.495;1.0;2;2;5;1;40;32;1.0;0
76825;cf9799b11ff7a6ce911f45f93c98;2012;2;7.08;7.08;1;51;5;1;1000;40;25.5;0
76829;ec16a089f81b2e7e422f046c896a;2012;1;10.0;10.0;1;1;3;0;40;50;1.0;0
76857;0df82ee9e497f5016256dd3e5cc8;2012;8;4.865;6.99;8;479;6;1;1000;32;59.875;0
76864;34524d5efa919992421427ad207d;2012;7;2.28571428571;4.0;4;419;2;0;1000;100;59.8571428571;0
76889;b3e1e87e6463ccdeedf24b7189ec;2012;1;0.97;0.97;1;1;4;0;1000;126;1.0;0
76892;52bc22ec3c6814e4d20122f1e524;2012;65;1.0142;0.988;8;298;1;0;1000;126;4.58461538462;0
76900;0f21f09c76e706b4dd6f5e367342;2012;3;3.04133333333;3.748;3;197;4;0;1000;44;65.6666666667;0
76901;58445da628e658836c37c5722cb6;2012;1;10.0;10.0;1;1;4;0;40;30;1.0;0
76905;44d898281c6115cee7b5e71b3750;2012;94;3.79057446809;2.645;57;339;6;1;1000;97;3.60638297872;0
76907;618e9434618a09d4e81dcecbe72d;2012;5;17.594;14.99;4;647;0;0;1000;32;129.4;0
76908;91709a3cc28199070a5594fb2227;2012;2;50.0;50.0;1;12;1;0;40;32;6.0;0
76911;bd60f10988c2db9c8dd4ad8eb552;2012;2;5.0;5.0;1;1;4;0;1000;57;0.5;0
76913;f693c7534ce853e9618618b97469;2012;1;5.02;5.02;1;1;4;0;1000;131;1.0;0
76919;5c2531bc0c2b509b37641ca75277;2012;44;11.8449772727;12.11;10;60;0;0;1000;44;1.36363636364;0
76950;b6d00da12a2d01b6e110f5a78209;2012;1;5.67;5.67;1;1;4;0;1000;109;1.0;0
76952;d0d5fc5ad9bb0c52dba6bbf3a69f;2012;12;19.0775;1.99;10;622;2;0;1000;32;51.8333333333;1
76955;24d930abf108aca2a22c8b2b2fc0;2012;6;26.165;6.99;6;449;4;0;1000;32;74.8333333333;0
76971;60da460378a0f2d76b61afbe9733;2012;2;9.49;3.99;2;129;6;1;1000;32;64.5;0
76977;e32e21c29a3cf17fd880fd4cc5e5;2012;6;15.0;25.0;2;67;1;0;40;90;11.1666666667;0
76994;d54ec18279d1fcef5fd0c0be5622;2012;47;9.57255319149;10.0;41;268;5;1;40;32;5.70212765957;0
76996;4dccf88df459bac463cd87510276;2012;4;3.25;1.0;1;1;4;0;1000;15;0.25;0
77006;f0fa2ccd9962d38521c2e5a9d292;2012;73;5.68493150685;4.0;6;127;5;1;1000;15;1.7397260274;0
77012;f7f8069b441773104c986838086c;2012;1;10.0;10.0;1;1;4;0;40;32;1.0;0
77014;341235c8fa8e3ef197d1d414a774;2012;1;10.0;10.0;1;1;4;0;40;32;1.0;0
77020;621618677f06dae8e8d8c7da7a79;2012;1;1.5;1.5;1;1;4;0;1000;43;1.0;0
77023;2ed6fb4f850df395e9547eaa1eca;2012;4;4.0;4.0;2;17;6;1;1000;100;4.25;0
77025;1e994e9fcd0b06a5e2e0d721e4ba;2012;2;7.5;10.0;2;2;5;1;40;32;1.0;0
77036;78408481e0ffe9fcc86ecb3f606d;2012;5;12.196;10.0;3;210;4;0;90;32;42.0;0
77041;c7fc327011e07b723683b2817c7b;2012;3;13.3333333333;15.0;3;22;4;0;1000;64;7.33333333333;0
77043;bd7ff43994a811d29a13e2b2d12d;2012;1;9.99;9.99;1;1;4;0;1000;32;1.0;0
77049;ee4b9e1040de849a0ee570618d0b;2012;8;18.125;15.0;4;468;3;0;61;32;58.5;0
77057;c88cb9457041c66c899d38b616e9;2012;2;10.0;10.0;2;2;6;1;40;50;1.0;0
77069;f6b633f22c2f8704b292e968b79b;2012;2;2.25;3.0;1;3;0;0;1000;90;1.5;0
77072;6e563f47a3c618e65bae064d5b73;2012;3;4.0;4.0;1;1;4;0;1000;100;0.333333333333;0
77074;30148ebc18a87a83ae8b0aa0a3c3;2012;1;5.0;5.0;1;1;4;0;60;32;1.0;0
77088;ee84e761bc33ad6c752fa07e751d;2012;2;10.0;10.0;2;119;4;0;30;90;59.5;0
77090;d18450e0184a9694d216f2eb61ee;2012;1;3.99;3.99;1;1;4;0;1000;32;1.0;0
77091;4a9ea3e3b715bccc7cad810f875e;2012;1;7.489;7.489;1;1;4;0;1000;124;1.0;0
77093;c60b51157d45ad55c63508cb30ca;2012;2;6.2235;8.298;1;1;4;0;1000;24;0.5;0
77095;833f05df74ade0ef2d96abb72fab;2012;7;6.23642857143;7.57;1;2;6;1;1000;124;0.285714285714;0
77107;0d303dd36ed39e248f165cfbdd3c;2012;14;2.57142857143;2.0;9;57;5;1;1000;100;4.07142857143;0
77110;f4bc362391fda08169d2d06a051c;2012;6;7.49666666667;10.0;5;146;3;0;40;32;24.3333333333;0
77111;d6f9fd0bee3e133a6e5bbe22e9a9;2012;5;4.373;0.757;1;8;5;1;1000;121;1.6;0
77120;00db934745010a1c1a1f36808aee;2012;3;16.6633333333;30.0;3;40;2;0;20;32;13.3333333333;0
77125;0281aa553184d434e66685c91a4f;2012;1;2.991;2.991;1;1;5;1;1000;124;1.0;0
77126;6c3d1849fb326dcd4509f15d3775;2012;5;11.198;10.0;3;33;2;0;40;32;6.6;0
77131;de233342779ae7f10b1d5b3fadfa;2012;1;22.481;22.481;1;1;5;1;1000;124;1.0;0
77136;db9909c8634a0894ad00f77e7adb;2012;9;3.0;5.0;5;91;4;0;1000;42;10.1111111111;0
77148;2948ff27043da2dfb14975835f46;2012;1;10.0;10.0;1;1;5;1;40;50;1.0;0
77151;ceeeed0a0f504f01ea5d3c73878e;2012;1;10.0;10.0;1;1;5;1;30;90;1.0;0
77155;10ae76704e20f07eef9a2ab82e81;2012;2;10.0;10.0;2;4;1;0;40;50;2.0;0
77173;5e73daf17b3d6a6fc133fbf3a603;2012;2;4.748;3.524;2;471;6;1;1000;44;235.5;0
77189;cb4f81918de79cb50b6aac37d0a3;2012;2;10.0;10.0;1;1;5;1;40;1;0.5;0
77209;e1adc166556b9d4375b85b4f613e;2012;5;23.396;14.99;5;107;6;1;1000;32;21.4;0
77220;57ebf67109f78c42e789e5d2e050;2012;17;7.58117647059;3.99;10;619;0;0;1000;32;36.4117647059;1
77233;7041fa8e556d3e71b62f41cb9566;2012;2;10.0;10.0;2;67;1;0;90;32;33.5;0
77237;39f4d22c3c0fad4cd412a96223ff;2012;2;1.5115;1.005;2;65;0;0;1000;88;32.5;0
77239;e1708b3cb841ef6cedf44f756490;2012;1;10.0;10.0;1;1;5;1;40;15;1.0;0
77240;210867417b87cb3b5288ef4bbc56;2012;1;10.0;10.0;1;1;5;1;40;30;1.0;0
77241;68bf22dcba3c95bc65f36691ed86;2012;6;3.0;3.0;1;1;5;1;1000;90;0.166666666667;0
77242;5c25c7ba84c85e48bdffd9dd155a;2012;204;0.961519607843;0.667;6;357;5;1;1000;126;1.75;0
77284;113162144a30f1b58c20e86e176f;2012;1;10.0;10.0;1;1;5;1;30;90;1.0;0
77285;428b23eb66ae106992c001c72591;2012;24;3.365;3.99;20;544;2;0;1000;32;22.6666666667;0
77296;c80dc36637fa08d15db6ab6a69e8;2012;1;2.0;2.0;1;1;5;1;1000;100;1.0;0
77297;a54ab18ddf70485b95749644f021;2012;1;10.0;10.0;1;1;5;1;40;50;1.0;0
77299;5ee81e5642bec788c0968c9cbd5b;2012;73;6.28628767123;50.0;27;640;1;0;61;32;8.76712328767;1
77307;94246f7334d7d27e32d3203b2ca4;2012;5;6.1716;5.852;2;311;0;0;1000;109;62.2;0
77308;252a55b471ce6580dbf583c7f98f;2012;8;6.49125;0.99;7;563;1;0;1000;32;70.375;0
77310;f3c4c5a4a48c3b8ac4d2cc0becf0;2012;24;6.70833333333;15.0;5;534;0;0;80;90;22.25;0
77317;5345c6fec8eca0d4cb09dd28530d;2012;24;12.0679166667;11.588;1;200;2;0;1000;109;8.33333333333;0
77318;a27a047ce5658f3bef9f82b3c502;2012;1;1.497;1.497;1;1;5;1;1000;97;1.0;0
